ID;kalimat
534; Warga yang membantu acara pernikahan putri Presiden Jokowi
534; acara pernikahan putri Presiden Jokowi dibantu warga 
534; acara pernikahan putri Presiden Jokowi dibantu oleh warga 
534; acara pernikahan putri Presiden Jokowi yang warga bantu 
536; Aku mencuci pakaian kotor di kamar mandi
536; Pakaian kotor dicuci aku di kamar mandi
536; Pakaian kotor yang aku cuci di kamar mandi
536; Pakaian kotor di kamar mandi dicuci oleh aku
536; Di kamar mandi, pakaian kotor dicuci oleh aku 
538; Pak Amat membakar sampah kering di pinggir sungai
538; Pak Amat yang membakar sampah kering di pinggir sungai
538; Di pinggir sungai, Pak Amat yang membakar sampah kering 
538; sampah kering dibakar Pak Amat di pinggir sungai
538; sampah kering dibakar oleh Pak Amat di pinggir sungai
540; Kelompok tani memberdayakan sampah plastik
540; Kelompok tani yang memberdayakan sampah plastik
540; Sampah plastik diberdayakan oleh kelompok tani
540; Sampah plastik yang diberdayakan oleh kelompok tani
540; Sampah plastik yang kelompok tani berdayakan
541; Pemerintah memberikan bantuan langsung tunai
541; Pemerintah yang memberikan bantuan langsung tunai
541; Bantuan langsung tunai diberikan pemerintah
541; Bantuan langsung tunai yang diberikan oleh pemerintah
541; Bantuan langsung tunai yang pemerintah berikan
543; Bu Rita bermain piano
543; Bu Rita yang bermain piano
543; Piano dimainkan Bu Rita
543; Piano yang dimainkan oleh Bu Rita
543; Piano yang Bu Rita mainkan
545; Pendemo berteriak
545; Pendemo teriak
546; Pengungsi berlarian
546; Pengungsi larian
547; Kakek Yusuf tertidur
547; Kakek Yusuf tidur
548; Suster Mira menanam bunga mawar
548; Suster Mira yang menanam bunga mawar
548; Bunga mawar yang ditanam Suster Mira
548; Bunga mawar ditanam oleh Suster Mira
548; Bunga mawar yang Suster Mira tanam
549; Dia datang dari Jogyakarta
549; Dari Jogyakarta, dia datang 
550; Andi berangkat berlatih karate
550; Andi berangkat untuk berlatih karate
551; Mereka sedang berolahraga
551; Mereka berolahraga
551; Mereka olahraga
552; Matahari terbenam di senja hari
552; Di senja hari, matahari terbenam
553; Kelelawar mencari makan saat malam hari
553; Kelelawar yang mencari makan saat malam hari
553; Saat malam hari, kelelawar mencari makan
553; Makan dicari kelelawar saat malam hari
553; Pada malam hari, makan dicari oleh kelelawar
555; Saat fajar terdengar suara ayam jantan
555; Pada saat fajar, terdengar suara milik ayam jantan
555; Ketika fajar, terdengar suara ayam jantan
555; Suara ayam jantan terdengar saat fajar 
555; Suara ayam jantan yang terdengar ketika fajar 
556; Hari ini murid pulang sekolah 
556; Murid pulang dari sekolah pada hari ini 
556; Murid pulang dari sekolah di hari ini 
556; Murid pulang dari sekolah hari ini 
556; Murid dari sekolah pulang hari ini 
557; Upacara peringatan hari kesaktian pancasila diselenggarakan pada tanggal satu Oktober
557; Upacara peringatan hari kesaktian pancasila pada tanggal satu Oktober diselenggarakan
557; Diselenggarakan upacara peringatan hari kesaktian pancasila pada tanggal satu Oktober
557; Pada tanggal satu Oktober, Upacara peringatan hari kesaktian pancasila diselenggarakan 
557; Pada tanggal satu Oktober, diselenggarakan upacara peringatan hari kesaktian pancasila  
558; Budi berangkat ke sekolah pukul tujuh
558; Budi berangkat ke sekolah pada pukul tujuh
558; Budi berangkat ke sekolah ketika pukul tujuh
558; Ketika pukul tujuh, Budi berangkat ke sekolah
558; Pada saat pukul tujuh, Budi berangkat ke sekolah
559; Sejak kemarin sore, hujan turun
559; Dari kemarin sore, hujan turun
559; Hujan turun sejak kemarin sore
559; Hujan yang turun sejak kemarin sore
559; Hujan turun dari kemarin sore
560; Musim hujan berlangsung sejak bulan Oktober
560; Musim hujan berlangsung dari bulan Oktober
560; Musim hujan yang berlangsung dari bulan Oktober
560; Sejak bulan Oktober, musim hujan berlangsung 
560; Dari bulan Oktober, musim hujan berlangsung 
561; Bayi mendengar sejak lahir
561; Bayi mendengar sejak dari lahir
561; Bayi dapat mendengar sejak dari lahir
561; Bayi bisa mendengar sejak dari lahir
561; Bayi bisa mendengar sejak lahir
562; Tante Indri pindah ke Bandung setelah menikah
562; Setelah menikah, Tante Indri pindah ke Bandung
562; Setelah Tante Indri menikah, ia pun pindah ke Bandung
563; Obat diminum Bu Susi setelah makan
563; Bu Susi minum obat setelah makan
563; Setelah makan, Bu Susi minum obat
563; Setelah makan, obat diminum Bu Susi
563; Setelah makan, obat diminum oleh Bu Susi
565; Upacara bendera dilaksanakan pada hari Senin
565; Upacara bendera dilaksanakan di hari Senin
565; Upacara bendera di hari Senin dilaksanakan
565; Pada hari Senin, dilaksanakan upacara bendera 
565; Di hari Senin, upacara bendera dilaksanakan 
566; Dinosaurus hidup di bumi jutaan tahun lalu
566; Dinosaurus hidup di bumi pada jutaan tahun lalu
566; Pada jutaan tahun lalu, dinosaurus hidup di bumi 
566; Jutaan tahun lalu, dinosaurus hidup di bumi 
566; Dinosaurus di bumi hidup pada jutaan tahun lalu 
567; Paman Gober dirawat di rumah sakit kemarin
567; Kemarin, Paman Gober dirawat di rumah sakit 
567; Di rumah sakit, Paman Gober dirawat kemarin 
567; Paman Gober kemarin dirawat di rumah sakit 
567; Di rumah sakit, Paman Gober kemarin dirawat 
568; Ibu Joko pergi pasar sore ini
568; Ibu Joko pergi ke pasar sore ini
568; Ibu Joko pergi menuju pasar sore ini
568; Sore ini, Ibu Joko pergi menuju pasar 
568; Sore ini, Ibu Joko pergi ke pasar 
569; Anak ayam memecahkan cangkang telur tadi.
569; Cangkang telur dipecahkan Anak ayam tadi.
569; Cangkang telur dipecahkan oleh anak ayam tadi
569; Tadi, cangkang telur dipecahkan oleh anak ayam
569; Tadi, anak ayam memecahkan cangkang telur
571; Bu Tina masuk sekolah senin lalu
571; Bu Tina masuk ke sekolah senin lalu
571; Senin lalu, Bu Tina masuk sekolah
571; Senin lalu, Bu Tina masuk ke sekolah
571; Senin lalu, Bu Tina masuk di sekolah
572; Jamur tumbuh di musim hujan
572; Jamur tumbuh pada musim hujan
572; Pada musim hujan, jamur tumbuh
572; Jamur tumbuh ketika musim hujan
572; Ketika musim hujan, jamur tumbuh 
573; Hal dibahas saat rapat nanti
573; Hal dibahas pada saat rapat nanti
573; Saat rapat nanti, hal dibahas
573; Pada saat rapat nanti, hal dibahas
573; Hal yang pada saat rapat nanti dibahas
574; Upacara detik proklamasi dimulai jam sepuluh pagi
574; Upacara detik proklamasi dimulai pada jam sepuluh pagi
574; Ketika jam sepuluh pagi, upacara detik proklamasi dimulai 
574; Pada jam sepuluh pagi, upacara detik proklamasi dimulai 
574; Pada jam sepuluh pagi, dimulai upacara detik proklamasi 
575; Kemerdekaan Indonesia diproklamirkan hari ini 
575; Kemerdekaan Indonesia diproklamirkan pada hari ini 
575; Hari ini, kemerdekaan Indonesia diproklamirkan 
575; Pada hari ini, kemerdekaan Indonesia diproklamirkan 
575; Hari ini, diproklamirkan kemerdekaan Indonesia
576; Pemberontakan terjadi pada tahun lalu
576; Pemberontakan terjadi pada saat tahun lalu
576; Pemberontakan terjadi ketika tahun lalu
576; Pada tahun lalu, pemberontakan terjadi 
576; Di tahun lalu, terjadi pemberontakan 
577; Air sungai Bengawan meluap kemarin
577; Air sungai Bengawan yang meluap kemarin
577; Kemarin, air sungai Bengawan meluap
577; Air sungai Bengawan kemarin meluap
577; Air sungai Bengawan yang kemarin meluap
578; Dia berjanji meningkatkan kemakmuran masyarakat
578; Dia yang berjanji meningkatkan kemakmuran masyarakat
578; Peningkatan kemakmuran masyarakat dijanjikan oleh dia
578; Peningkatan kemakmuran masyarakat dijanjikan dia
578; Peningkatan kemakmuran masyarakat yang dia janjikan
579; Udara terasa panas pagi ini 
579; Pagi ini udara terasa panas 
579; Pada pagi ini, udara terasa panas 
579; Pagi ini, udara yang panas terasa  
579; Pada pagi ini, udara panas terasa  
580; Bu Nisa lewat sini
580; Bu Nisa sedang lewat sini
580; Bu Nisa yang lewat sini
581; Pak Harry merasa bahagia di hari wisuda anaknya
581; Bahagia yang Pak Harry rasakan di hari wisuda anaknya
581; Di hari wisuda anaknya, Pak Harry merasa bahagia 
581; Di hari wisuda anaknya, bahagia dirasakan Pak Harry  
581; Di hari wisuda anaknya, bahagia dirasakan oleh Pak Harry  
582; Profesor Amri sudah berangkat ke Solo tiga hari lalu
582; Profesor Amri sudah berangkat ke Solo sejak tiga hari lalu
582; Profesor Amri berangkat ke Solo sudah dari tiga hari lalu
583; Senam dilaksanakan hari Minggu
583; Senam dilaksanakan pada hari Minggu
583; Senam dilaksanakan di hari Minggu
583; Pada hari Minggu dilaksanakan senam 
583; Di hari Minggu, senam dilaksanakan 
584; Dia melihat buku ini
584; Dia yang melihat buku ini
584; Buku ini dilihat dia
584; Buku ini dilihat oleh dia
584; Buku ini yang dia lihat
586; Pak joko sedih 
586; Pak joko yang sedih 
587; Bu susi Ingat kejadian itu
587; Bu susi yang Ingat kejadian itu
587; Bu susi mengingat kejadian itu
587; kejadian itu diingat Bu susi
587; kejadian itu diingat oleh Bu susi
589; Pindahkan masakan ke piring saji
589; Pindahkan masakan tersebut ke piring saji
589; Masakan dipindahkan ke piring saji
589; Masakan tersebut dipindahkan ke piring saji
589; Masakan itu dipindahkan ke piring saji
590; Acara seminar dimulai tiga puluh menit lagi
590; Acara seminar tiga puluh menit lagi dimulai
590; Tiga puluh menit lagi, acara seminar dimulai 
590; Tiga puluh menit lagi, dimulai acara seminar
591; Kami menunggu di stasiun sejak satu jam lalu
591; Di stasiun, kami menunggu sejak satu jam lalu
591; Sejak satu jam lalu, kami menunggu di stasiun 
591; Sejak satu jam lalu, kami di stasiun untuk menunggu 
591; Sejak satu jam lalu, di stasiun kami menunggu  
592; Om Tanto mendengar kabar hari ini
592; Hari ini, Om Tanto mendengar kabar
592; Kabar didengar Om Tanto hari ini 
592; Hari ini, kabar didengar Om Tanto 
592; Hari ini, kabar tersebut Om Tanto dengar 
594; Dia bisa datang sore ini
594; Sore ini, dia bisa datang
595; Pameran dirgantara diresmikan pekan depan
595; Pameran dirgantara diresmikan pada pekan depan
595; Pekan depan, pameran dirgantara diresmikan
595; Pada pekan depan, diresmikan pameran dirgantara
595; Di pekan depan, diresmikan pameran dirgantara
596; Kakak kuliah di Bandung tahun depan
596; Kakak kuliah di Bandung pada tahun depan
596; Di Bandung, kakak kuliah pada tahun depan
596; Tahun depan, kakak kuliah di Bandung
596; Tahun depan, di Bandung kakak kuliah 
597; Toko buku tutup jam sembilan malam
597; Toko buku tutup pada jam sembilan malam
597; Jam sembilan malam, toko buku tutup
597; Pada jam sembilan malam, toko buku tutup 
598; Saya mampir ke sana hari ini.
598; Hari ini, saya mampir ke sana
598; Ke sana, saya mampir hari ini
599; Kami latihan musik di Sabtu sore
599; Kami latihan musik pada Sabtu sore
599; Ketika Sabtu sore, kami latihan musik
599; Pada Sabtu sore, kami latihan musik
599; Di Sabtu sore, kami latihan musik
600; Saya bertemu Pak Andi besok
600; Saya bertemu dengan Pak Andi besok
600; Besok, saya bertemu Pak Andi
600; Besok, saya bertemu dengan Pak Andi
600; Besok, Pak Andi ditemui oleh saya
601; Perbaikan jalan dilaksanakan dalam waktu dekat
601; Akan dilaksanakan perbaikan jalan dalam waktu dekat
601; Dalam waktu dekat, perbaikan jalan akan dilaksanakan 
601; Dalam waktu dekat, akan dilaksanakan perbaikan jalan
602; Peraturan berlaku sejak disahkan
602; Peraturan mulai berlaku sejak disahkan
602; Sejak disahkan, peraturan berlaku 
602; Sejak disahkan, peraturan mulai berlaku 
602; Sejak pengesahan, peraturan tersebut mulai berlaku 
603; Ani memakai pakaian olahraga hari ini
603; Hari ini, Ani memakai pakaian olahraga 
603; Hari ini, pakaian olahraga dipakai Ani 
603; Hari ini, pakaian olahraga dipakai oleh Ani 
603; Hari ini, pakaian olahraga Ani dipakai 
604; Tante Dyah pergi berlibur ke Bali besok
604; Tante Dyah besok pergi berlibur ke Bali
604; Besok, Tante Dyah pergi berlibur ke Bali
604; Besok, Tante Dyah ke Bali untuk pergi berlibur
604; Berlibur ke Bali, Tante Dyah akan pergi besok 
605; Bencana banjir datang saat musim hujan
605; Saat musim hujan, bencana banjir datang 
605; Saat musim hujan, datang bencana banjir 
605; Ketika musim hujan, datang bencana banjir 
605; Di musim hujan, datang bencana banjir 
606; Kita berangkat setelah makan siang
606; Setelah makan siang, kita berangkat 
607; Acara diskusi dimulai jam sembilan malam
607; Acara diskusi yang dimulai jam sembilan malam
607; Pada jam sembilan malam, acara diskusi dimulai 
607; Pada jam sembilan malam, acara diskusi akan dimulai 
607; Jam sembilan malam, acara diskusi akan dimulai 
608; Dokter Rina Gosok gigi setiap malam sebelum tidur
608; Dokter Rina menggosok gigi pada malam setiap sebelum tidur
608; Dokter Rina menggosok gigi pada setiap malam sebelum tidur
608; Dokter Rina menggosok gigi di setiap malam sebelum tidur
608; Gigi digosok Dokter Rina di setiap malam sebelum tidur
609; Di musim kemarau sungai kering
609; Sungai kering di musim kemarau
609; Sungai kering pada musim kemarau
609; Sungai kering ketika musim kemarau
609; Sungai kering saat musim kemarau
610; Hari pahlawan diperingati pada sepuluh November
610; Hari pahlawan diperingati di sepuluh November
610; Hari pahlawan diperingati ketika sepuluh November
610; Pada sepuluh November, hari pahlawan diperingati 
610; Di sepuluh November, hari pahlawan diperingati 
611; Tadi dia berjanji datang ke sini
611; Tadi dia berjanji untuk datang ke sini 
611; Tadi dia yang berjanji untuk datang ke sini
611; Dia berjanji datang ke sini tadi
611; Dia berjanji untuk datang ke sini tadi
612; Paman datang ke rumah esok lusa.
612; Paman datang ke rumah pada esok lusa
612; Esok lusa, paman datang ke rumah 
612; Pada esok lusa, paman datang ke rumah 
612; Paman esok lusa datang ke rumah 
613; Kemarin ada aksi besar
613; Ada aksi besar kemarin
614; dia hadir dalam peresmian lapangan besok
614; dia menghadiri peresmian lapangan besok
614; Besok, dia hadir dalam peresmian lapangan
614; Dalam peresmian lapangan besok, dia hadir 
614; Dalam peresmian lapangan besok, dia akan hadir 
615; Ibu menyiapkan peralatan dapur besok
615; Peralatan dapur disiapkan Ibu besok
615; Besok, Ibu menyiapkan peralatan dapur 
615; Besok, peralatan dapur disiapkan Ibu
615; Besok, peralatan dapur yang Ibu siapkan
617; Kami sekeluarga berangkat ke Padang nanti malam.
617; Kami sekeluarga berangkat ke Padang pada saat nanti malam
617; Nanti malam, kami sekeluarga berangkat ke Padang 
617; Kami sekeluarga nanti malam berangkat ke Padang 
617; Kami sekeluarga pada nanti malam berangkat ke Padang 
618; Ayah belanja bahan makanan di toko Surya siang ini
618; Siang ini Ayah belanja bahan makanan di toko Surya
618; Siang ini di toko Surya, Ayah belanja bahan makanan
618; Di toko Surya, Ayah belanja bahan makanan siang ini
618; Di toko Surya siang ini, Ayah belanja bahan makanan 
619; Kakek membawa kopi dari kampung siang ini
619; Kopi dibawa kakek dari kampung siang ini
619; Kopi dari kampung dibawa kakek siang ini
619; Siang ini, kakek membawa kopi dari kampung
619; Siang ini, kakek dari kampung membawa kopi 
620; Kami sarapan roti keju pagi ini 
620; Sarapan kami roti keju pagi ini 
620; Di pagi ini, kami sarapan roti keju 
620; Pagi ini, kami sarapan roti keju 
620; Pagi ini, sarapan kami roti keju 
621; Pagi ini jalanan macet.
621; Pada pagi ini, jalanan macet 
621; Jalanan macet pagi ini
621; Jalanan macet di pagi ini
621; Jalanan macet pada saat pagi ini
622; Hujan deras mengguyur sejak pagi
622; Hujan yang deras mengguyur sejak pagi
622; Hujan yang deras mengguyur dari pagi
622; Sejak pagi, hujan deras mengguyur
622; Sejak pagi, hujan yang deras mengguyur
623; Pak Juli makan buah mangga.
623; Pak Juli memakan buah mangga
623; Buah mangga dimakan Pak Juli
623; Buah mangga dimakan oleh Pak Juli
623; Buah mangga tersebut dimakan oleh Pak Juli
624; Roni lari di sekitar lapangan.
624; Roni berlari di sekitar lapangan
624; Di sekitar lapangan, Roni lari
624; Di sekitar lapangan, Roni berlari
624; Di sekitar lapangan, Roni berlari-lari
625; Ayah pulang sore ini.
625; Ayah yang pulang sore ini
625; Sore ini, ayah pulang 
626; Ibu pergi ke pasar.
626; Ibu yang pergi ke pasar
627; Bu Rina pulang ke Depok 
627; Bu Rina yang pulang ke Depok 
628; Pak Joko duduk di teras depan rumah
628; Pak Joko yang duduk di teras depan rumah
628; Di teras depan rumah, Pak Joko yang duduk 
628; Di teras depan rumah, Pak Joko duduk 
628; Pak Joko di teras depan rumah sedang duduk 
629; Bu jean buka toko.
629; Bu jean membuka toko
629; Toko dibuka Bu Jean 
629; Toko dibuka oleh Bu Jean 
629; Bu jean yang membuka toko
630; Kakak Dini minum kopi di kedai kopi
630; Kopi diminum Kakak Dini di kedai kopi
630; Di kedai kopi, Kakak Dini minum kopi
630; Di kedai kopi, Kakak Dini meminum kopi
630; Di kedai kopi, kopi diminum Kakak Dini
631; Bu Niki menyanyikan lagu Indonesia Raya
631; Bu Niki yang menyanyikan lagu Indonesia Raya
631; Lagu Indonesia Raya dinyanyikan Bu Niki 
631; Lagu Indonesia Raya dinyanyikan oleh Bu Niki 
631; Lagu Indonesia Raya yang dinyanyikan oleh Bu Niki 
632; Ayam itu mati.
632; Ayam tersebut mati
632; Ayam mati
633; Ayah sampai rumah malam ini.
633; Ayah sampai ke rumah malam ini
633; Ayah sampai di rumah malam ini
633; Malam ini, Ayah sampai di rumah
633; Malam ini, Ayah sampai ke rumah
634; Toko roti itu tutup di hari minggu
634; Toko roti tersebut tutup di hari minggu
634; Toko roti tersebut tutup pada hari minggu
634; Di hari minggu, toko roti itu tutup
634; Di hari minggu, toko roti tersebut tutup
635; Bu Dian menaruh tasnya di meja.
635; Tasnya ditaruh Bu Dian di meja.
635; Di meja, Bu Dian menaruh tasnya
635; Di meja, tasnya ditaruh Bu Dian
635; Di meja, tasnya ditaruh oleh Bu Dian
636; Nenek Tuti sakit kepala setiap hari.
636; Setiap hari, Nenek Tuti sakit kepala
636; Setiap hari, kepala Nenek Tuti sakit
636; Nenek Tuti setiap hari sakit kepala
636; Kepala Nenek Tuti setiap hari sakit
637; Kakak Budi hutang satu buku cerita.
637; Kakak Budi berutang satu buku cerita.
637; Kakak Budi yang berutang satu buku cerita.
637; Satu buku cerita diutangi Kakak Budi
637; Satu buku cerita diutangi oleh Kakak Budi
638; Pak Dedi makan bekal di kelas.
638; Pak Dedi yang makan bekal di kelas
638; Di kelas, Pak Dedi makan bekal
638; Di kelas, bekal dimakan Pak Dedi
638; Di kelas, bekal dimakan oleh Pak Dedi
639; Di musim kemarau terdapat sumur kering
639; Terdapat sumur kering di musim kemarau 
639; Terdapat sumur kering saat musim kemarau 
639; Terdapat sumur kering pada musim kemarau 
639; Terdapat sumur kering pada saat musim kemarau 
640; Hari pahlawan diperingati setiap tanggal sepuluh November
640; Peringatan hari pahlawan setiap tanggal sepuluh November
640; Setiap tanggal sepuluh November adalah peringatan hari pahlawan 
640; Setiap tanggal sepuluh November, hari pahlawan diperingati 
640; Hari pahlawan setiap tanggal sepuluh November diperingati 
641; Dinda  berjanji datang ke sini besok pagi
641; Dinda  berjanji datang ke sini pada besok pagi
641; Dinda  berjanji datang ke sini saat besok pagi
641; Besok pagi, Dinda janji datang ke sini
641; Dinda berjanji besok pagi datang ke sini
642; Kami sekeluarga berangkat ke Lampung besok
642; Kami sekeluarga berangkat menuju Lampung besok
642; Besok, kami sekeluarga berangkat ke Lampung
642; Kami sekeluarga besok berangkat ke Lampung
642; Ke Lampung, kami sekeluarga berangkat besok 
643; terjadi kecelakan lalu lintas di Simpang Jomin pukul sembilan
643; terjadi kecelakan lalu lintas di Simpang Jomin pada pukul sembilan
643; Pada pukul sembilan, terjadi kecelakan lalu lintas di Simpang Jomin
643; Pada saat pukul sembilan, terjadi kecelakan lalu lintas di Simpang Jomin
643; Ketika pukul sembilan, terjadi kecelakan lalu lintas di Simpang Jomin
644; Aku pergi ke rumah paman sekarang
644; Sekarang Aku pergi ke rumah paman
644; Aku sekarang pergi ke rumah paman
645; Ibu Nisa berkata bisa tidur semalam
645; Ibu Nisa berkata semalam bisa tidur 
645; Semalam, Ibu Nisa berkata bisa tidur 
645; Kata Ibu Nisa, ia bisa tidur semalam 
645; Kata Ibu Nisa, semalam ia bisa tidur  
646; kuliah dilaksanakan besok jam tiga
646; kuliah dilaksanakan pada besok jam tiga  
646; Pada besok jam tiga, kuliah dilaksanakan   
646; Besok jam tiga, kuliah dilaksanakan   
646; Kuliah besok jam tiga akan dilaksanakan   
647; Bibi membuat janji rapat minggu depan
647; Bibi membuat janji rapat pada minggu depan
647; Bibi membuat janji rapat untuk minggu depan
647; Bibi membuat janji rapat untuk di minggu depan
647; Pada minggu depan, Bibi membuat janji rapat 
648; Anak itu sedang bermain di tanah lapang
648; Anak tersebut sedang bermain di tanah lapang
648; Di tanah lapang, anak itu sedang bermain 
648; Anak di tanah lapang itu sedang bermain 
648; Anak yang di tanah lapang itu sedang bermain 
649; Para mahasiswa itu sedang berdiskusi di ruang kelas itu siang tadi
649; Para mahasiswa sedang berdiskusi di ruang kelas pada saat siang tadi
649; Para mahasiswa sedang berdiskusi di ruang kelas ketika saat siang tadi
649; Pada saat siang tadi, para mahasiswa sedang berdiskusi di ruang kelas 
649; Ketika siang tadi, para mahasiswa sedang berdiskusi di ruang kelas 
650; Ibu sedang memasak di dapur malam ini
650; Malam ini, Ibu sedang memasak di dapur
650; Di dapur, Ibu sedang memasak malam ini
650; Malam ini di dapur, Ibu sedang memasak
650; Di dapur malam ini, Ibu sedang memasak
651; Kucing itu sedang tidur di teras beranda rumah
651; Kucing itu tidur di teras beranda rumah 
651; Di teras beranda rumah, kucing itu sedang tidur 
651; Di teras beranda rumah, kucing itu tidur 
651; Di teras beranda rumah, kucing itu tertidur 
652; Dimas sedang membaca di perpustakaan
652; Dimas membaca di perpustakaan
652; Di perpustakaan, Dimas sedang membaca
652; Di perpustakaan, Dimas membaca
653; Andra sedang termenung di bangku taman
653; Andra termenung di bangku taman
653; Di bangku taman, Andra sedang termenung
653; Di bangku taman, Andra termenung
654; Pak Jamal sedang berceramah di depan para jamaah
654; Pak Jamal berceramah di depan para jamaah
654; Di depan para jamaah, Pak Jamal berceramah 
654; Di depan para jamaah, Pak Jamal sedang berceramah 
654; Di depan para jamaah, Pak Jamal sedang ceramah 
655; Burung itu bertengger di atas dahan pohon
655; Burung bertengger di atas dahan pohon
655; Di atas dahan pohon, burung bertengger 
655; Di atas dahan pohon, burung sedang bertengger 
655; Di atas dahan pohon, burung tersebut bertengger 
656; Keluarga Pak Broto sedang berlibur di pulau Bali bulan depan
656; Keluarga Pak Broto berlibur di pulau Bali bulan depan
656; Keluarga Pak Broto berlibur di pulau Bali pada bulan depan
656; Bulan depan, Keluarga Pak Broto akan berlibur di pulau Bali 
656; Bulan depan, Keluarga Pak Broto di pulau Bali untuk berlibur
657; Para siswa berwisata ke Yogyakarta bulan Mei
657; Para siswa berwisata ke Yogyakarta pada bulan Mei
657; Pada bulan Mei, para siswa berwisata ke Yogyakarta 
657; Di bulan Mei, para siswa berwisata ke Yogyakarta 
657; Di bulan Mei, para siswa tersebut berwisata ke Yogyakarta 
658; Ayah memperbaiki sepeda adik di garasi kemarin 
658; Kemarin, ayah memperbaiki sepeda adik di garasi
658; Kemarin, ayah di garasi untuk memperbaiki sepeda adik
658; Kemarin, sepeda adik diperbaiki oleh ayah di garasi 
658; Sepeda adik diperbaiki oleh ayah di garasi kemarin
659; Kakak mengerjakan tugas sekolah di ruang tengah malam ini
659; Malam ini, kakak mengerjakan tugas sekolah di ruang tengah 
659; Di ruang tengah, kakak mengerjakan tugas sekolah malam ini 
659; Pada malam ini di ruang tengah, kakak mengerjakan tugas sekolah 
659; Di ruang tengah, kakak malam ini mengerjakan tugas sekolah 
660; Kami pergi ke perpustakaan sabtu lalu
660; Kami pergi ke perpustakaan pada sabtu lalu
660; Pada sabtu lalu, kami pergi ke perpustakaan
660; Sabtu lalu, kami pergi ke perpustakaan
660; Sabtu lalu, kami sedang pergi ke perpustakaan
661; Kelelawar tidur pada siang hari
661; Kelelawar tidur siang hari
661; Siang hari, kelelawar tidur
661; Pada siang hari, kelelawar tidur
661; Di siang hari, kelelawar tidur
662; Ibu memanggang roti dengan oven
662; Ibu memanggang roti menggunakan oven
662; Roti dipanggang oleh Ibu dengan oven
662; Roti dipanggang oleh Ibu menggunakan oven
662; Roti dipanggang menggunakan oven oleh Ibu
663; Bapak Siman itu memotong rumput di kebun pagi ini 
663; Bapak Siman di kebun pagi ini untuk memotong rumput  
663; Pagi ini, Bapak Siman di kebun untuk memotong rumput  
663; Pagi ini di kebun, Bapak Siman memotong rumput  
663; Pagi ini, rumput di kebun dipotong Bapak Siman
664; Ibu pergi ke rumah sakit
664; Ibu sedang pergi ke rumah sakit
664; Ibu yang pergi ke rumah sakit
665; Ayah pergi ke bandara
665; Ayah sedang pergi ke bandara
665; Ayah yang pergi ke bandara
666; Gani menyiram tanaman
666; Gani sedang menyiram tanaman
666; Tanaman disiram Gani
666; Tanaman disiram oleh Gani
666; Tanaman yang Gani siram
667; Adik bermain kelereng di sore hari 
667; Adik bermain kelereng pada sore hari 
667; Pada sore hari, adik bermain kelereng  
667; Di sore hari, adik bermain kelereng  
667; Ketika sore hari, adik bermain kelereng  
668; Andi berlari di lapangan bola
668; Andi lari di lapangan bola
668; Andi sedang berlari di lapangan bola
668; Di lapangan bola, Andi sedang berlari 
668; Di lapangan bola, Andi lari 
669; Sinta menyapu halaman rumah
669; Sinta sedang menyapu halaman rumah
669; Halaman rumah disapu Sinta
669; Halaman rumah disapu oleh Sinta
669; Halaman rumah yang Sinta sapu
670; Linta mengerjakan PR pukul tujuh malam 
670; Linta mengerjakan PR pada pukul tujuh malam 
670; PR dikerjakan oleh Linta pada pukul tujuh malam 
670; Pada pukul tujuh malam, Linta mengerjakan PR 
670; Pukul tujuh malam, Linta mengerjakan PR 
671; Agus membaca Koran di depan rumah 
671; Di depan rumah, Agus membaca Koran 
671; Di depan rumah, Agus sedang membaca Koran 
671; Di depan rumah, koran dibaca oleh Agus
671; Koran dibaca oleh Agus di depan rumah
672; Intan berlari di lapangan Gerilya pukul enam
672; Intan berlari di lapangan Gerilya pada pukul enam
672; Pada pukul enam, Intan berlari di lapangan Gerilya
672; Pada pukul enam di lapangan Gerilya, Intan berlari 
672; Di lapangan Gerilya pada pukul enam, Intan berlari 
673; Adik berenang di kolam renang
673; Adik sedang berenang di kolam renang
673; Adik itu sedang berenang di kolam renang
673; Di kolam renang, Adik berenang 
673; Di kolam renang, Adik sedang berenang 
674; Diki belajar membaca buku setiap hari 
674; Setiap hari, Diki belajar membaca buku 
674; Setiap hari, membaca buku dipelajari oleh Diki 
674; Membaca buku dipelajari oleh Diki setiap hari 
674; Membaca buku dipelajari Diki setiap hari 
675; Ibu memasak nasi di dapur setiap hari
675; Setiap hari, Ibu memasak nasi di dapur 
675; Setiap hari, nasi dimasak Ibu di dapur 
675; Setiap hari di dapur, Ibu memasak nasi 
675; Setiap hari di dapur, nasi dimasak Ibu 
676; Ayah mencangkul di kebun
676; Ayah sedang mencangkul di kebun
676; Di kebun, Ayah sedang mencangkul
676; Di kebun, Ayah mencangkul
677; Andi naik helikopter minggu lalu 
677; Helikopter dinaiki Andi minggu lalu 
677; Helikopter dinaiki Andi pada minggu lalu 
677; Minggu lalu, Andi naik helikopter 
677; Minggu lalu, helikopter dinaiki Andi 
678; Aku juara pertama lomba baca quran kemarin
678; Kemarin, aku juara pertama lomba baca quran 
679; Hendra menjadi alumni lulusan terbaik di Universitas Islam Malang tahun 2013
679; Hendra menjadi alumni lulusan terbaik di Universitas Islam Malang pada tahun 2013
679; Di Universitas Islam Malang, Hendra menjadi alumni lulusan terbaik pada tahun 2013
